LANGUAGE,ORIGINAL,ENGLISH,CZECH,GERMAN,RUSSIAN,POLISH,HUNGARIAN,ITALIAN,SPANISH,FRENCH,CHINESE,PORTUGUESE,JAPANESE,CHINESE SIMP.
"STR_SMP_00200","[SM_PartyMod] Ошибка чтения ChatMutes.json: ","[SM_PartyMod] Error reading ChatMutes.json: ","[SM_PartyMod] Error reading ChatMutes.json: ","[SM_PartyMod] Error reading ChatMutes.json: ","[SM_PartyMod] Ошибка чтения ChatMutes.json: ","[SM_PartyMod] Error reading ChatMutes.json: ","[SM_PartyMod] Error reading ChatMutes.json: ","[SM_PartyMod] Error reading ChatMutes.json: ","[SM_PartyMod] Error reading ChatMutes.json: ","[SM_PartyMod] Error reading ChatMutes.json: ","[SM_PartyMod] Error reading ChatMutes.json: ","[SM_PartyMod] Error reading ChatMutes.json: ","[SM_PartyMod] Error reading ChatMutes.json: ","[SM_PartyMod] Error reading ChatMutes.json: "
"STR_SMP_00201","[SM_PartyMod] Ошибка чтения Clans\Index.json: ","[SM_PartyMod] Error reading Clans\Index.json: ","[SM_PartyMod] Error reading Clans\Index.json: ","[SM_PartyMod] Error reading Clans\Index.json: ","[SM_PartyMod] Ошибка чтения Clans\Index.json: ","[SM_PartyMod] Error reading Clans\Index.json: ","[SM_PartyMod] Error reading Clans\Index.json: ","[SM_PartyMod] Error reading Clans\Index.json: ","[SM_PartyMod] Error reading Clans\Index.json: ","[SM_PartyMod] Error reading Clans\Index.json: ","[SM_PartyMod] Error reading Clans\Index.json: ","[SM_PartyMod] Error reading Clans\Index.json: ","[SM_PartyMod] Error reading Clans\Index.json: ","[SM_PartyMod] Error reading Clans\Index.json: "
"STR_SMP_00202","[SM_PartyMod] Ошибка чтения Contracts\State.json: ","[SM_PartyMod] Error reading Contracts\State.json: ","[SM_PartyMod] Error reading Contracts\State.json: ","[SM_PartyMod] Error reading Contracts\State.json: ","[SM_PartyMod] Ошибка чтения Contracts\State.json: ","[SM_PartyMod] Error reading Contracts\State.json: ","[SM_PartyMod] Error reading Contracts\State.json: ","[SM_PartyMod] Error reading Contracts\State.json: ","[SM_PartyMod] Error reading Contracts\State.json: ","[SM_PartyMod] Error reading Contracts\State.json: ","[SM_PartyMod] Error reading Contracts\State.json: ","[SM_PartyMod] Error reading Contracts\State.json: ","[SM_PartyMod] Error reading Contracts\State.json: ","[SM_PartyMod] Error reading Contracts\State.json: "
"STR_SMP_00203","[SM_PartyMod] Ошибка чтения Market\Index.json: ","[SM_PartyMod] Error reading Market\Index.json: ","[SM_PartyMod] Error reading Market\Index.json: ","[SM_PartyMod] Error reading Market\Index.json: ","[SM_PartyMod] Ошибка чтения Market\Index.json: ","[SM_PartyMod] Error reading Market\Index.json: ","[SM_PartyMod] Error reading Market\Index.json: ","[SM_PartyMod] Error reading Market\Index.json: ","[SM_PartyMod] Error reading Market\Index.json: ","[SM_PartyMod] Error reading Market\Index.json: ","[SM_PartyMod] Error reading Market\Index.json: ","[SM_PartyMod] Error reading Market\Index.json: ","[SM_PartyMod] Error reading Market\Index.json: ","[SM_PartyMod] Error reading Market\Index.json: "
"STR_SMP_00204","[SM_PartyMod] Ошибка чтения Market\PendingReturns.json: ","[SM_PartyMod] Error reading Market\PendingReturns.json: ","[SM_PartyMod] Error reading Market\PendingReturns.json: ","[SM_PartyMod] Error reading Market\PendingReturns.json: ","[SM_PartyMod] Ошибка чтения Market\PendingReturns.json: ","[SM_PartyMod] Error reading Market\PendingReturns.json: ","[SM_PartyMod] Error reading Market\PendingReturns.json: ","[SM_PartyMod] Error reading Market\PendingReturns.json: ","[SM_PartyMod] Error reading Market\PendingReturns.json: ","[SM_PartyMod] Error reading Market\PendingReturns.json: ","[SM_PartyMod] Error reading Market\PendingReturns.json: ","[SM_PartyMod] Error reading Market\PendingReturns.json: ","[SM_PartyMod] Error reading Market\PendingReturns.json: ","[SM_PartyMod] Error reading Market\PendingReturns.json: "
"STR_SMP_00205","[SM_PartyMod] Ошибка чтения PlayerExperience\Players.json: ","[SM_PartyMod] Error reading PlayerExperience\Players.json: ","[SM_PartyMod] Error reading PlayerExperience\Players.json: ","[SM_PartyMod] Error reading PlayerExperience\Players.json: ","[SM_PartyMod] Ошибка чтения PlayerExperience\Players.json: ","[SM_PartyMod] Error reading PlayerExperience\Players.json: ","[SM_PartyMod] Error reading PlayerExperience\Players.json: ","[SM_PartyMod] Error reading PlayerExperience\Players.json: ","[SM_PartyMod] Error reading PlayerExperience\Players.json: ","[SM_PartyMod] Error reading PlayerExperience\Players.json: ","[SM_PartyMod] Error reading PlayerExperience\Players.json: ","[SM_PartyMod] Error reading PlayerExperience\Players.json: ","[SM_PartyMod] Error reading PlayerExperience\Players.json: ","[SM_PartyMod] Error reading PlayerExperience\Players.json: "
"STR_SMP_00206","[SM_PartyMod] Ошибка чтения ServerMarket\State.json: ","[SM_PartyMod] Error reading ServerMarket\State.json: ","[SM_PartyMod] Error reading ServerMarket\State.json: ","[SM_PartyMod] Error reading ServerMarket\State.json: ","[SM_PartyMod] Ошибка чтения ServerMarket\State.json: ","[SM_PartyMod] Error reading ServerMarket\State.json: ","[SM_PartyMod] Error reading ServerMarket\State.json: ","[SM_PartyMod] Error reading ServerMarket\State.json: ","[SM_PartyMod] Error reading ServerMarket\State.json: ","[SM_PartyMod] Error reading ServerMarket\State.json: ","[SM_PartyMod] Error reading ServerMarket\State.json: ","[SM_PartyMod] Error reading ServerMarket\State.json: ","[SM_PartyMod] Error reading ServerMarket\State.json: ","[SM_PartyMod] Error reading ServerMarket\State.json: "
"STR_SMP_00207","[SM_PartyMod] Ошибка чтения Settings.json: ","[SM_PartyMod] Error reading Settings.json: ","[SM_PartyMod] Error reading Settings.json: ","[SM_PartyMod] Error reading Settings.json: ","[SM_PartyMod] Ошибка чтения Settings.json: ","[SM_PartyMod] Error reading Settings.json: ","[SM_PartyMod] Error reading Settings.json: ","[SM_PartyMod] Error reading Settings.json: ","[SM_PartyMod] Error reading Settings.json: ","[SM_PartyMod] Error reading Settings.json: ","[SM_PartyMod] Error reading Settings.json: ","[SM_PartyMod] Error reading Settings.json: ","[SM_PartyMod] Error reading Settings.json: ","[SM_PartyMod] Error reading Settings.json: "
"STR_SMP_00208","[SM_PartyMod] Ошибка чтения Storage\Index.json: ","[SM_PartyMod] Error reading Storage\Index.json: ","[SM_PartyMod] Error reading Storage\Index.json: ","[SM_PartyMod] Error reading Storage\Index.json: ","[SM_PartyMod] Ошибка чтения Storage\Index.json: ","[SM_PartyMod] Error reading Storage\Index.json: ","[SM_PartyMod] Error reading Storage\Index.json: ","[SM_PartyMod] Error reading Storage\Index.json: ","[SM_PartyMod] Error reading Storage\Index.json: ","[SM_PartyMod] Error reading Storage\Index.json: ","[SM_PartyMod] Error reading Storage\Index.json: ","[SM_PartyMod] Error reading Storage\Index.json: ","[SM_PartyMod] Error reading Storage\Index.json: ","[SM_PartyMod] Error reading Storage\Index.json: "
"STR_SMP_00209","[SM_PartyMod] Ошибка чтения Storage\PendingReturns.json: ","[SM_PartyMod] Error reading Storage\PendingReturns.json: ","[SM_PartyMod] Error reading Storage\PendingReturns.json: ","[SM_PartyMod] Error reading Storage\PendingReturns.json: ","[SM_PartyMod] Ошибка чтения Storage\PendingReturns.json: ","[SM_PartyMod] Error reading Storage\PendingReturns.json: ","[SM_PartyMod] Error reading Storage\PendingReturns.json: ","[SM_PartyMod] Error reading Storage\PendingReturns.json: ","[SM_PartyMod] Error reading Storage\PendingReturns.json: ","[SM_PartyMod] Error reading Storage\PendingReturns.json: ","[SM_PartyMod] Error reading Storage\PendingReturns.json: ","[SM_PartyMod] Error reading Storage\PendingReturns.json: ","[SM_PartyMod] Error reading Storage\PendingReturns.json: ","[SM_PartyMod] Error reading Storage\PendingReturns.json: "
"STR_SMP_00210","[SM_PartyMod] Ошибка чтения клана ","[SM_PartyMod] Error reading clan ","[SM_PartyMod] Error reading clan ","[SM_PartyMod] Error reading clan ","[SM_PartyMod] Ошибка чтения клана ","[SM_PartyMod] Error reading clan ","[SM_PartyMod] Error reading clan ","[SM_PartyMod] Error reading clan ","[SM_PartyMod] Error reading clan ","[SM_PartyMod] Error reading clan ","[SM_PartyMod] Error reading clan ","[SM_PartyMod] Error reading clan ","[SM_PartyMod] Error reading clan ","[SM_PartyMod] Error reading clan "
"STR_SMP_00211","[SM_PartyMod] Ошибка чтения лота ","[SM_PartyMod] Lot reading error ","[SM_PartyMod] Lot reading error ","[SM_PartyMod] Lot reading error ","[SM_PartyMod] Ошибка чтения лота ","[SM_PartyMod] Lot reading error ","[SM_PartyMod] Lot reading error ","[SM_PartyMod] Lot reading error ","[SM_PartyMod] Lot reading error ","[SM_PartyMod] Lot reading error ","[SM_PartyMod] Lot reading error ","[SM_PartyMod] Lot reading error ","[SM_PartyMod] Lot reading error ","[SM_PartyMod] Lot reading error "
"STR_SMP_00212","[SM_PartyMod] Ошибка чтения склада ","[SM_PartyMod] Error reading storage ","[SM_PartyMod] Error reading storage ","[SM_PartyMod] Error reading storage ","[SM_PartyMod] Ошибка чтения склада ","[SM_PartyMod] Error reading storage ","[SM_PartyMod] Error reading storage ","[SM_PartyMod] Error reading storage ","[SM_PartyMod] Error reading storage ","[SM_PartyMod] Error reading storage ","[SM_PartyMod] Error reading storage ","[SM_PartyMod] Error reading storage ","[SM_PartyMod] Error reading storage ","[SM_PartyMod] Error reading storage "
"STR_SMP_00213","[SM_PartyMod] Пропущен небезопасный файл клана в Index.json: ","[SM_PartyMod] Skipped unsafe clan file in Index.json: ","[SM_PartyMod] Skipped unsafe clan file in Index.json: ","[SM_PartyMod] Skipped unsafe clan file in Index.json: ","[SM_PartyMod] Пропущен небезопасный файл клана в Index.json: ","[SM_PartyMod] Skipped unsafe clan file in Index.json: ","[SM_PartyMod] Skipped unsafe clan file in Index.json: ","[SM_PartyMod] Skipped unsafe clan file in Index.json: ","[SM_PartyMod] Skipped unsafe clan file in Index.json: ","[SM_PartyMod] Skipped unsafe clan file in Index.json: ","[SM_PartyMod] Skipped unsafe clan file in Index.json: ","[SM_PartyMod] Skipped unsafe clan file in Index.json: ","[SM_PartyMod] Skipped unsafe clan file in Index.json: ","[SM_PartyMod] Skipped unsafe clan file in Index.json: "
"STR_SMP_00214","[SM_PartyMod] Пропущен небезопасный файл склада в Index.json: ","[SM_PartyMod] Skipped unsafe storage file in Index.json: ","[SM_PartyMod] Skipped unsafe storage file in Index.json: ","[SM_PartyMod] Skipped unsafe storage file in Index.json: ","[SM_PartyMod] Пропущен небезопасный файл склада в Index.json: ","[SM_PartyMod] Skipped unsafe storage file in Index.json: ","[SM_PartyMod] Skipped unsafe storage file in Index.json: ","[SM_PartyMod] Skipped unsafe storage file in Index.json: ","[SM_PartyMod] Skipped unsafe storage file in Index.json: ","[SM_PartyMod] Skipped unsafe storage file in Index.json: ","[SM_PartyMod] Skipped unsafe storage file in Index.json: ","[SM_PartyMod] Skipped unsafe storage file in Index.json: ","[SM_PartyMod] Skipped unsafe storage file in Index.json: ","[SM_PartyMod] Skipped unsafe storage file in Index.json: "
"STR_SMP_00215","[SM_PartyMod] Рынок: ","[SM_PartyMod] Market: ","[SM_PartyMod] Market: ","[SM_PartyMod] Market: ","[SM_PartyMod] Рынок: ","[SM_PartyMod] Market: ","[SM_PartyMod] Market: ","[SM_PartyMod] Market: ","[SM_PartyMod] Market: ","[SM_PartyMod] Market: ","[SM_PartyMod] Market: ","[SM_PartyMod] Market: ","[SM_PartyMod] Market: ","[SM_PartyMod] Market: "
"STR_SMP_00216","[SM_PartyMod] Серверный маркет: ","[SM_PartyMod] Server Market: ","[SM_PartyMod] Server Market: ","[SM_PartyMod] Server Market: ","[SM_PartyMod] Серверный маркет: ","[SM_PartyMod] Server Market: ","[SM_PartyMod] Server Market: ","[SM_PartyMod] Server Market: ","[SM_PartyMod] Server Market: ","[SM_PartyMod] Server Market: ","[SM_PartyMod] Server Market: ","[SM_PartyMod] Server Market: ","[SM_PartyMod] Server Market: ","[SM_PartyMod] Server Market: "
"STR_SMP_00217","[SM_PartyMod] Серверный маркет: новая ротация ","[SM_PartyMod] Server market: new rotation ","[SM_PartyMod] Server market: new rotation ","[SM_PartyMod] Server market: new rotation ","[SM_PartyMod] Серверный маркет: новая ротация ","[SM_PartyMod] Server market: new rotation ","[SM_PartyMod] Server market: new rotation ","[SM_PartyMod] Server market: new rotation ","[SM_PartyMod] Server market: new rotation ","[SM_PartyMod] Server market: new rotation ","[SM_PartyMod] Server market: new rotation ","[SM_PartyMod] Server market: new rotation ","[SM_PartyMod] Server market: new rotation ","[SM_PartyMod] Server market: new rotation "
"STR_SMP_00218","[SM_PartyMod] Создан клан ""","[SM_PartyMod] Clan created ""","[SM_PartyMod] Clan created ""","[SM_PartyMod] Clan created ""","[SM_PartyMod] Создан клан ""","[SM_PartyMod] Clan created ""","[SM_PartyMod] Clan created ""","[SM_PartyMod] Clan created ""","[SM_PartyMod] Clan created ""","[SM_PartyMod] Clan created ""","[SM_PartyMod] Clan created ""","[SM_PartyMod] Clan created ""","[SM_PartyMod] Clan created ""","[SM_PartyMod] Clan created """
"STR_SMP_00219","«-» / «+» меняют числовые значения. История чата листается PgUp/PgDn. Для дистанций 0 м = без лимита. Тумблер (иконка справа) — клик переключает Вкл/Выкл. «Показ участников» открывает список, кого показывать в HUD. Настройки сохраняются автоматически.","""-"" / ""+"" change the numeric values. The chat history is scrolled through PgUp/PgDn. For distances 0 m = no limit. Toggle switch (icon on the right) - click toggles On/Off. “Show Participants” opens a list of who to show in the HUD. The settings are saved automatically.","""-"" / ""+"" change the numeric values. The chat history is scrolled through PgUp/PgDn. For distances 0 m = no limit. Toggle switch (icon on the right) - click toggles On/Off. “Show Participants” opens a list of who to show in the HUD. The settings are saved automatically.","""-"" / ""+"" change the numeric values. The chat history is scrolled through PgUp/PgDn. For distances 0 m = no limit. Toggle switch (icon on the right) - click toggles On/Off. “Show Participants” opens a list of who to show in the HUD. The settings are saved automatically.","«-» / «+» меняют числовые значения. История чата листается PgUp/PgDn. Для дистанций 0 м = без лимита. Тумблер (иконка справа) — клик переключает Вкл/Выкл. «Показ участников» открывает список, кого показывать в HUD. Настройки сохраняются автоматически.","""-"" / ""+"" change the numeric values. The chat history is scrolled through PgUp/PgDn. For distances 0 m = no limit. Toggle switch (icon on the right) - click toggles On/Off. “Show Participants” opens a list of who to show in the HUD. The settings are saved automatically.","""-"" / ""+"" change the numeric values. The chat history is scrolled through PgUp/PgDn. For distances 0 m = no limit. Toggle switch (icon on the right) - click toggles On/Off. “Show Participants” opens a list of who to show in the HUD. The settings are saved automatically.","""-"" / ""+"" change the numeric values. The chat history is scrolled through PgUp/PgDn. For distances 0 m = no limit. Toggle switch (icon on the right) - click toggles On/Off. “Show Participants” opens a list of who to show in the HUD. The settings are saved automatically.","""-"" / ""+"" change the numeric values. The chat history is scrolled through PgUp/PgDn. For distances 0 m = no limit. Toggle switch (icon on the right) - click toggles On/Off. “Show Participants” opens a list of who to show in the HUD. The settings are saved automatically.","""-"" / ""+"" change the numeric values. The chat history is scrolled through PgUp/PgDn. For distances 0 m = no limit. Toggle switch (icon on the right) - click toggles On/Off. “Show Participants” opens a list of who to show in the HUD. The settings are saved automatically.","""-"" / ""+"" change the numeric values. The chat history is scrolled through PgUp/PgDn. For distances 0 m = no limit. Toggle switch (icon on the right) - click toggles On/Off. “Show Participants” opens a list of who to show in the HUD. The settings are saved automatically.","""-"" / ""+"" change the numeric values. The chat history is scrolled through PgUp/PgDn. For distances 0 m = no limit. Toggle switch (icon on the right) - click toggles On/Off. “Show Participants” opens a list of who to show in the HUD. The settings are saved automatically.","""-"" / ""+"" change the numeric values. The chat history is scrolled through PgUp/PgDn. For distances 0 m = no limit. Toggle switch (icon on the right) - click toggles On/Off. “Show Participants” opens a list of who to show in the HUD. The settings are saved automatically.","""-"" / ""+"" change the numeric values. The chat history is scrolled through PgUp/PgDn. For distances 0 m = no limit. Toggle switch (icon on the right) - click toggles On/Off. “Show Participants” opens a list of who to show in the HUD. The settings are saved automatically."
